"Инспектор, сменивший статус","Код НО инспектора, сменившего стат",Score,Experience,Qualification,p_SCHEMA,p_RISK_LONG,p_RISK_SHORT,p_TASK
35762-baon-nyhdey-xhdawsdf,3808,0.56,0.1058179492849306,0.6658179492849307,0.0,0.0,0.5,0.5
35764-ycty-twoewj-ragzjhzk,4100,0.5158333333333334,0.4978155547494417,1.0136488880827752,0.5,0.5,0.0,0.0
35765-rsdn-pcyhpw-shjpcang,5919,0.365,0.49055895393396787,0.8555589539339679,0.5,0.5,0.0,0.0
35767-yqfa-vmfbrz-xabtbvoe,6683,0.2875,0.32475446485372367,0.6122544648537236,0.0,0.0,0.5,0.5
35769-azix-lbyjkr-kzeuyzfo,6677,0.6129411764705882,0.4022070298387367,1.015148206309325,0.5,0.5,0.0,0.0
35769-vwta-tjjykl-txalsmls,9971,0.0,0.35755008064185,0.35755008064185,0.0,0.0,0.5,0.5
35773-nqvs-wooaai-xnetsvbm,5032,0.2366666666666667,0.2965791095197341,0.5332457761864008,0.0,0.0,0.5,0.5
35776-hrhi-zhztpb-keqwavat,7500,0.0,0.026673998494448847,0.026673998494448847,0.0,0.0,0.5,0.5
35781-sdgh-epgmiw-qgcvbopk,4600,0.0,0.22738217127633054,0.22738217127633054,0.0,0.0,0.5,0.5
35790-loxo-kugbdj-ubuiahdm,7718,0.65,0.33739315108370527,0.9873931510837053,0.5,0.5,0.0,0.0
35814-jrqn-aorqbl-yhuqqswh,7805,1.0,0.33876580694184233,1.3387658069418422,0.5,0.5,0.0,0.0
35820-xyfk-tqmjac-uqyerlsn,272,0.4025,0.1865613092111918,0.5890613092111918,0.0,0.0,0.5,0.5
35821-ejpz-uaiikw-xsoldmew,3663,0.414,0.4708459933290153,0.8848459933290153,0.5,0.5,0.0,0.0
35824-vipn-cwsfpn-mglzjhnp,6320,0.385,0.0836785161183905,0.4686785161183905,0.0,0.0,0.5,0.5
35843-wvbu-qumxfd-wldzlnix,9406,0.23,0.2501797231077803,0.48017972310778034,0.0,0.0,0.5,0.5
35846-luik-huespq-jpkjtvkb,9977,0.46,0.3454419882754114,0.8054419882754114,0.5,0.5,0.0,0.0
35854-xdkf-sgkqgu-koebpzxy,2100,0.5775,0.3485679029459046,0.9260679029459047,0.5,0.5,0.0,0.0
35876-oqju-npxkla-iwjgluyf,3604,0.3472727272727273,0.3243194783844078,0.6715922056571351,0.0,0.0,0.5,0.5
35892-enzt-fekfiq-hxexixxy,3700,0.33,0.13764410672593008,0.4676441067259301,0.0,0.0,0.5,0.5
35902-lisp-wwqlpb-czaqsfvx,5901,0.0,0.07810328434331099,0.07810328434331099,0.0,0.0,0.5,0.5
35908-ybza-bazabb-crratoss,5405,0.0,0.31797016341335543,0.31797016341335543,0.0,0.0,0.5,0.5
35914-cdpc-pilrut-liiumkag,4300,0.23,0.29965105806971887,0.5296510580697189,0.0,0.0,0.5,0.5
35919-zncm-wiasls-mlxvzozi,3000,0.0,0.08967800514462049,0.08967800514462049,0.0,0.0,0.5,0.5
35938-uckv-zrdogq-ivqgtles,7203,0.44733333333333336,0.35256957278528167,0.799902906118615,0.5,0.5,0.0,0.0
35939-uztw-wgnbdc-wsopsych,7701,0.0,0.2275859958668282,0.2275859958668282,0.0,0.0,0.5,0.5
35943-klkc-iuvttu-robkcayj,7806,0.0,0.33388029580157647,0.33388029580157647,0.0,0.0,0.5,0.5
35946-msqf-vufuuy-srmpkxpb,1300,0.45,0.41868353988507534,0.8686835398850754,0.5,0.5,0.0,0.0
35948-sufg-vvkxwc-junoxqbm,2372,0.6966666666666668,0.08486421428846158,0.7815308809551283,0.5,0.5,0.0,0.0
35951-uiyn-lhmhil-qzkifpyg,7718,0.0,0.00957243399841834,0.00957243399841834,0.0,0.0,0.5,0.5
35960-kcmq-nknrbe-abklczva,7801,0.0,0.3895512931978934,0.3895512931978934,0.0,0.0,0.5,0.5
35963-zncy-hvuhwy-etbukvrq,6684,0.0,0.30484871257630797,0.30484871257630797,0.0,0.0,0.5,0.5
35964-kfcb-zqwtuz-zrotpogd,9973,0.0,0.34981978481106085,0.34981978481106085,0.0,0.0,0.5,0.5
35978-kadz-srcdao-zxjyferv,2646,1.0,0.4190774874943213,1.4190774874943213,0.5,0.5,0.0,0.0
35989-lptr-bdhpsq-dwjphlsw,3804,0.3422222222222222,0.40140546741225025,0.7436276896344725,0.5,0.5,0.0,0.0
35996-zqqc-icdonx-pvxvyloz,7724,0.4686666666666667,0.48046007346441233,0.949126740131079,0.5,0.5,0.0,0.0
35997-icgf-svsqsx-rtayweca,6612,0.23,0.2679675394260591,0.4979675394260591,0.0,0.0,0.5,0.5
36015-mdlr-vmkxvs-xsujrgty,7715,0.5,0.24424781632995268,0.7442478163299526,0.5,0.5,0.0,0.0
36021-anda-lxptba-svypsbqg,6316,0.5018018018018018,0.20094359994536504,0.7027454017471668,0.0,0.0,0.5,0.5
36028-fves-mkyedq-ynjzzubk,2900,0.2975,0.07684552142210227,0.37434552142210226,0.0,0.0,0.5,0.5
36032-ibtj-layhsg-vpwjnerq,7816,0.0,0.2863036164410112,0.2863036164410112,0.0,0.0,0.5,0.5
36059-irgw-qpzksg-tflanetc,7704,0.0,0.1385062621629894,0.1385062621629894,0.0,0.0,0.5,0.5
36064-ydjm-hmkitg-amiyngvv,7717,0.365,0.46065375610648773,0.8256537561064877,0.5,0.5,0.0,0.0
36065-hkdp-ieiyvh-yqaawqqg,5700,0.0,0.2915954021385488,0.2915954021385488,0.0,0.0,0.5,0.5
36071-bwbd-lsopls-tpzdhznj,4339,0.0,0.2964200902540551,0.2964200902540551,0.0,0.0,0.5,0.5
36072-iwxz-drvtzz-bhptbwlt,6617,0.43666666666666665,0.177462330438505,0.6141289971051717,0.0,0.0,0.5,0.5
36081-cfjo-zpzkkp-djemygzc,2204,0.0,0.025994675988853744,0.025994675988853744,0.0,0.0,0.5,0.5
36082-kbwp-kcysow-kofzciid,3804,0.31625,0.01587188268649431,0.3321218826864943,0.0,0.0,0.5,0.5
36082-wanz-vnbrme-rvterhml,5243,0.3992857142857143,0.21166757207659875,0.610953286362313,0.0,0.0,0.5,0.5
36083-hldm-ukjfuw-gkebynek,6623,0.425,0.04228268904861893,0.4672826890486189,0.0,0.0,0.5,0.5
36085-zisn-ozbikr-aopwkrtf,6195,0.4222222222222222,0.30342347777006956,0.7256456999922918,0.5,0.5,0.0,0.0
36097-grqm-blfwco-obgloxus,3700,0.4763157894736842,0.4404865028198287,0.9168022922935128,0.5,0.5,0.0,0.0
36113-siqm-fwjtcr-sbnhnmld,1900,0.23,0.4414574082593611,0.6714574082593611,0.0,0.0,0.5,0.5
36147-ljdx-fyekpd-bdejbgdi,2301,0.3776785714285715,0.3295227050661162,0.7072012764946877,0.0,0.0,0.5,0.5
36148-uxvm-mytuhi-wdlxkayr,4205,0.426,0.1056159157364655,0.5316159157364655,0.0,0.0,0.5,0.5
36150-klgk-uqlfbd-kgugfbhf,1685,0.0,0.43149841567943603,0.43149841567943603,0.0,0.0,0.5,0.5
36151-ypvw-nkzczq-vvwabdyq,7452,0.0,0.4430467176566041,0.4430467176566041,0.0,0.0,0.5,0.5
36161-ugei-oxsopg-fymgpfqg,2700,0.23,0.09832679247647935,0.32832679247647933,0.0,0.0,0.5,0.5
36163-ebzu-tmelzd-qtmyoaju,6700,0.3918181818181818,0.3687130428853386,0.7605312247035204,0.5,0.5,0.0,0.0
36163-zwzx-vekirf-bvmpmfjt,6181,0.7114285714285714,0.14325977446356147,0.8546883458921328,0.5,0.5,0.0,0.0
36169-ziuj-ewnlac-mjnzuiml,7703,0.526,0.4013201561764648,0.9273201561764648,0.5,0.5,0.0,0.0
36180-lyew-ziucrn-onsllzwa,2632,0.0,0.49861894995180134,0.49861894995180134,0.0,0.0,0.5,0.5
36211-mujn-sigcgh-bzkhjrmk,6658,0.0,0.015013002664696407,0.015013002664696407,0.0,0.0,0.5,0.5
36224-moss-lfhhwo-nehzeoxb,3849,0.43,0.44868293289546596,0.878682932895466,0.5,0.5,0.0,0.0
36241-ickv-cthpyd-cbsxesxm,5948,0.4584615384615385,0.311315266799329,0.7697768052608676,0.5,0.5,0.0,0.0
36249-nuko-yylhmi-ptbewcvp,4000,0.45142857142857146,0.4866913095824106,0.9381198810109821,0.5,0.5,0.0,0.0
36254-bler-uttefz-oennzvqv,7731,0.4481481481481482,0.2325047587632138,0.680652906911362,0.0,0.0,0.5,0.5
36255-exyt-udhkhb-vpbfomuo,7731,0.46,0.42369396528568687,0.8836939652856869,0.5,0.5,0.0,0.0
36255-fkkc-xrgsob-ifnhqjob,7713,0.0,0.031197034299138615,0.031197034299138615,0.0,0.0,0.5,0.5
36258-wyct-tcdbri-ckzeqfro,9102,0.4225,0.16763952503914786,0.5901395250391479,0.0,0.0,0.5,0.5
36267-imxu-jkwzkw-fqxautaa,8900,0.23,0.033508268875604985,0.26350826887560497,0.0,0.0,0.5,0.5
36268-ukhj-lyswfd-aarkgekx,5252,0.6083333333333334,0.48767156673953527,1.0960049000728687,0.5,0.5,0.0,0.0
36273-myxh-wfdaqk-blvhqtpu,500,0.0,0.40848695363591836,0.40848695363591836,0.0,0.0,0.5,0.5
36280-mplu-xqusfb-iyyntmrl,5700,0.0,0.42627371062298525,0.42627371062298525,0.0,0.0,0.5,0.5
36286-daww-wchksp-ktlikuck,4500,0.3433333333333334,0.4689826157169471,0.8123159490502805,0.5,0.5,0.0,0.0
36298-lygc-nockca-mfwadkau,3300,0.0,0.04255174305989268,0.04255174305989268,0.0,0.0,0.5,0.5
36299-wbeu-jnddaa-zudaluxi,3700,0.0,0.19279879625666668,0.19279879625666668,0.0,0.0,0.5,0.5
36306-hmyt-ulrhcc-fsntgpsx,7727,0.0,0.03551744452200106,0.03551744452200106,0.0,0.0,0.5,0.5
36307-gnvo-rlsyok-nxfupmaa,2411,0.31666666666666665,0.10539655077501431,0.42206321744168096,0.0,0.0,0.5,0.5
36315-rydd-svzymo-jqiptntv,7802,0.41,0.11468288851883618,0.5246828885188362,0.0,0.0,0.5,0.5
36319-nggn-hgtqfv-hspbfjdc,7724,0.52,0.23455360552378934,0.7545536055237894,0.5,0.5,0.0,0.0
36326-avgr-hxcxwt-xtlgfqrj,7203,0.0,0.1342810837268213,0.1342810837268213,0.0,0.0,0.5,0.5
36343-hxrc-wqywil-buouxiyh,5800,0.381578947368421,0.050489053408880546,0.43206800077730156,0.0,0.0,0.5,0.5
36361-zmsl-gxzqoh-xxsxqmug,2411,0.23205882352941176,0.08374554454705385,0.3158043680764656,0.0,0.0,0.5,0.5
36366-iwiv-teftsn-xfmwgwsm,7705,0.0,0.07363778177604546,0.07363778177604546,0.0,0.0,0.5,0.5
36369-mfvw-nwmees-cswiznxx,8606,0.0,0.48653839895614914,0.48653839895614914,0.0,0.0,0.5,0.5
36371-ypnc-zlqtjy-revurzfs,6316,0.4011764705882353,0.3796462534592368,0.7808227240474721,0.5,0.5,0.0,0.0
36389-athc-ualxey-bdecfqsi,5614,0.0,0.483880732634781,0.483880732634781,0.0,0.0,0.5,0.5
36398-yzza-ievvhz-lheatprl,2461,0.4525,0.21987024325395427,0.6723702432539542,0.0,0.0,0.5,0.5
36406-agwm-anrsxr-qvkgbjom,7447,0.18,0.1391842408313283,0.3191842408313283,0.0,0.0,0.5,0.5
36412-wshh-lihfcm-zmmfjvkt,7734,0.4225,0.39914659860459334,0.8216465986045933,0.5,0.5,0.0,0.0
36417-vzvh-ifqsme-mtqjlbxw,6000,0.2975,0.1631269590205734,0.4606269590205734,0.0,0.0,0.5,0.5
36417-zqgy-mwlevt-mcmopwwb,6174,0.46,0.14969168685267414,0.6096916868526742,0.0,0.0,0.5,0.5
36418-xrbc-gafifm-ypyiiega,100,0.5266666666666666,0.1162529961039156,0.6429196627705822,0.0,0.0,0.5,0.5
36419-gpao-vwjgke-gaxdpuey,6165,0.6377777777777778,0.06483948911211768,0.7026172668898955,0.0,0.0,0.5,0.5
36425-ajzi-xbtqpm-jzauiydm,1200,0.284,0.12823153050838298,0.41223153050838296,0.0,0.0,0.5,0.5
36425-jsqu-sqkfwb-osznihno,2372,0.23,0.17765987423694385,0.40765987423694383,0.0,0.0,0.5,0.5
36431-mamg-tsxkle-acwbvuic,9403,0.46,0.3369971040728652,0.7969971040728652,0.5,0.5,0.0,0.0
36434-jyha-toivqi-conlnjew,5906,0.0,0.03128242110972579,0.03128242110972579,0.0,0.0,0.5,0.5
36442-vemf-tisljz-oyyuxrsn,1644,0.0,0.10525346983267148,0.10525346983267148,0.0,0.0,0.5,0.5
36443-ehmj-hjgzrk-weivtgrk,7300,0.256875,0.4045118201458382,0.6613868201458382,0.0,0.0,0.5,0.5
36444-lfad-kipjcs-iyceezup,2800,0.52,0.07346096179188538,0.5934609617918853,0.0,0.0,0.5,0.5
36445-cvlf-ohbehm-ktevfcmf,5042,0.0,0.17132257326126077,0.17132257326126077,0.0,0.0,0.5,0.5
36448-ovzl-teftqq-catmkrss,5603,0.0,0.43232946092907004,0.43232946092907004,0.0,0.0,0.5,0.5
36459-dcrd-wlgzki-bskuamth,400,0.0,0.07746265557172133,0.07746265557172133,0.0,0.0,0.5,0.5
36472-iepk-yyrbfi-dtoctzdx,5005,0.0,0.04136841780909495,0.04136841780909495,0.0,0.0,0.5,0.5
36525-kpga-jfdtbz-zxfpipjv,9975,0.25,0.24226899754000542,0.4922689975400054,0.0,0.0,0.5,0.5
36528-afvp-ytmgno-naxrtesg,2700,0.47857142857142854,0.1512097556392682,0.6297811842106967,0.0,0.0,0.5,0.5
36528-rsks-tjvdil-crqvndbp,7806,0.2906969205834684,0.28170418224192706,0.5724011028253955,0.0,0.0,0.5,0.5
36539-frbd-fchemh-dpqbvpbr,5243,0.86,0.40190244524173757,1.2619024452417376,0.5,0.5,0.0,0.0
36547-louu-aidwhm-reftydlx,5031,0.0,0.06857424407637158,0.06857424407637158,0.0,0.0,0.5,0.5
36552-ckkd-ykwdco-jafhcgfl,5300,0.5,0.2903495422771425,0.7903495422771425,0.5,0.5,0.0,0.0
36559-mizz-uygojy-sryqdgpj,2900,0.31666666666666665,0.25275438019493196,0.5694210468615986,0.0,0.0,0.5,0.5
36561-tzdp-kyturr-kcdfyfks,4214,0.316,0.07203939300659978,0.3880393930065998,0.0,0.0,0.5,0.5
36562-kpop-vzutqm-ehyrevbu,4223,0.0,0.3119992427644912,0.3119992427644912,0.0,0.0,0.5,0.5
36563-bfsz-nqfvuj-amlpkoxt,6200,0.138,0.13682020893038582,0.27482020893038583,0.0,0.0,0.5,0.5
36579-tcdn-bpohin-dfrgexgk,3663,0.35606741573033707,0.24391715927200625,0.5999845750023434,0.0,0.0,0.5,0.5
36583-edzf-hkviqp-yuoydglx,7804,0.0,0.04113616213853094,0.04113616213853094,0.0,0.0,0.5,0.5
36584-siji-glzxly-fgqjnhvg,1100,0.23,0.22979202860681153,0.45979202860681156,0.0,0.0,0.5,0.5
36605-gazc-ohgifz-nnemwmkq,7705,0.4245273631840796,0.15323173402141016,0.5777590972054898,0.0,0.0,0.5,0.5
36633-lboy-mydadl-skbuxbbo,7806,0.0,0.41119060559267717,0.41119060559267717,0.0,0.0,0.5,0.5
36639-ybig-sblynf-gpxqtzsi,2900,0.3016666666666667,0.02848936349868414,0.33015603016535083,0.0,0.0,0.5,0.5
36640-ptso-sacggj-qxaaczvu,1500,0.0,0.20930363745916497,0.20930363745916497,0.0,0.0,0.5,0.5
36650-shvn-kuhgdg-zrnmonsy,7100,0.5117021276595745,0.229215712065719,0.7409178397252935,0.5,0.5,0.0,0.0
36661-qtrn-mvshjz-afzvfsma,7805,0.64,0.36250303814955936,1.0025030381495594,0.5,0.5,0.0,0.0
36672-dnev-pnfzln-vjjsvexc,276,0.0,0.2871437875451055,0.2871437875451055,0.0,0.0,0.5,0.5
36675-egnf-fdjzwf-jlptudwq,7816,0.43857142857142856,0.3336061685970905,0.7721775971685191,0.5,0.5,0.0,0.0
36686-ormc-lpoken-sydbqzdi,6200,0.49,0.38852464282587806,0.878524642825878,0.5,0.5,0.0,0.0
36689-gbia-ykivda-ajmhgutm,3100,0.4063157894736842,0.4311014868290944,0.8374172763027785,0.5,0.5,0.0,0.0
36693-bcat-mugmai-sereowuj,4000,0.605,0.15693774836123525,0.7619377483612353,0.5,0.5,0.0,0.0
36693-lbpg-jhbbxq-pwknqezg,500,0.4622222222222222,0.2690113526819515,0.7312335749041736,0.5,0.5,0.0,0.0
36695-ebqo-wpxrji-qjzrlxfm,9305,0.0,0.42005403921959994,0.42005403921959994,0.0,0.0,0.5,0.5
36705-omgm-hmrxbf-fjehrlui,2649,0.0,0.4947255654825282,0.4947255654825282,0.0,0.0,0.5,0.5
36705-oxhz-hrllot-kvyfopeg,2411,0.33705882352941174,0.44475965552188157,0.7818184790512933,0.5,0.5,0.0,0.0
36721-lkfa-kpcgjd-ukkykueg,7804,0.522,0.1857336313121884,0.7077336313121885,0.0,0.0,0.5,0.5
36723-egrw-silgkc-rqobrxtk,3665,0.5720000000000001,0.09758325860932521,0.6695832586093253,0.0,0.0,0.5,0.5
36723-pwwr-imfpoc-lhtwnuld,4300,0.0,0.24469626870329436,0.24469626870329436,0.0,0.0,0.5,0.5
36747-xjin-iirtgb-vzayqoyo,272,0.3285714285714285,0.3708207259180211,0.6993921544894497,0.0,0.0,0.5,0.5
36753-pnii-qwxzbc-snsnicyv,5022,0.4415584415584416,0.2462845353766488,0.6878429769350904,0.0,0.0,0.5,0.5
36756-vucp-xjvsbj-pvxrogss,7851,0.66,0.24159043165683425,0.9015904316568343,0.5,0.5,0.0,0.0
36762-ucwa-bncknl-jjomjiaw,9973,0.2733333333333333,0.4191152105409003,0.6924485438742336,0.0,0.0,0.5,0.5
36767-ukjw-lefdsm-iquxoysx,6684,0.23181818181818184,0.18070188953359317,0.41252007135177504,0.0,0.0,0.5,0.5
36767-wfne-djekle-exfwzqou,4300,0.37799999999999995,0.4298973374058228,0.8078973374058227,0.5,0.5,0.0,0.0
36770-zhfg-fvprin-wordudwg,2369,0.44,0.20340240047586178,0.6434024004758618,0.0,0.0,0.5,0.5
36780-hkow-hunely-kzymggqo,5406,0.31857142857142856,0.1641165528391697,0.48268798141059827,0.0,0.0,0.5,0.5
36796-iyfy-ezwcin-sqogpvis,4400,0.0,0.2269949555998495,0.2269949555998495,0.0,0.0,0.5,0.5
36796-ogms-vqejpt-oiehhzmu,9972,0.0,0.3812234793374342,0.3812234793374342,0.0,0.0,0.5,0.5
36816-qowt-brhkec-aaiknbjo,2100,0.22,0.06300101393199714,0.28300101393199717,0.0,0.0,0.5,0.5
36825-wbxh-epoodw-duzshtxd,5252,0.3610204081632653,0.09820960793600869,0.459230016099274,0.0,0.0,0.5,0.5
36830-dypy-fenhsr-wrdvnluh,8619,0.0,0.475722412831546,0.475722412831546,0.0,0.0,0.5,0.5
36843-doqq-vjniqd-hngfszph,5044,0.0,0.08774581369067869,0.08774581369067869,0.0,0.0,0.5,0.5
36851-alln-jpqgef-mssmvohl,4500,0.0,0.2838636589655273,0.2838636589655273,0.0,0.0,0.5,0.5
36852-rnlf-jtiewl-owbprumg,6195,0.345,0.28965723333096893,0.6346572333309689,0.0,0.0,0.5,0.5
36855-adnx-gsfqtg-usemehas,268,0.0,0.2448122310251224,0.2448122310251224,0.0,0.0,0.5,0.5
36859-oahm-pdgdds-hmkrwdsq,5918,0.13666666666666666,0.3223726242884093,0.45903929095507595,0.0,0.0,0.5,0.5
36869-xuvf-wxgxlp-hzdmnhxv,7714,0.0,0.11491336289880921,0.11491336289880921,0.0,0.0,0.5,0.5
36874-wkfr-leslbd-bnqjfimm,2457,0.4,0.2763311338883741,0.6763311338883742,0.0,0.0,0.5,0.5
36877-rdqc-jpvfwj-qoicyicn,6608,0.2683333333333333,0.18608662762344857,0.4544199609567819,0.0,0.0,0.5,0.5
36879-xwig-fdrwlr-ljtoptyn,5918,0.0,0.3308336298145945,0.3308336298145945,0.0,0.0,0.5,0.5
36890-xbfi-dngbyx-fefebopu,571,0.0,0.07061177168657473,0.07061177168657473,0.0,0.0,0.5,0.5
36894-gvjn-menouw-nhvygdxm,7224,0.3475,0.2854387084197381,0.6329387084197381,0.0,0.0,0.5,0.5
36895-eoyz-brqroz-pxolsheu,5300,0.48,0.09263517769166185,0.5726351776916618,0.0,0.0,0.5,0.5
36896-cpqt-xtoetj-fvrrpboc,1500,0.0,0.1393215315575182,0.1393215315575182,0.0,0.0,0.5,0.5
36927-dtuj-uoubrn-lhnphvxz,3700,0.4482142857142857,0.10935490016179161,0.5575691858760773,0.0,0.0,0.5,0.5
36929-plky-iarwqa-kzzgxtsk,3200,0.545,0.09141888993440855,0.6364188899344085,0.0,0.0,0.5,0.5
36935-fapb-urovgl-wuelhogp,5300,0.5042857142857143,0.4128554757803335,0.9171411900660478,0.5,0.5,0.0,0.0
36936-wtry-ndvrhm-trivcluu,7721,0.0,0.14285378383044517,0.14285378383044517,0.0,0.0,0.5,0.5
36937-nayr-lvsozb-xocfsutz,6154,0.41,0.46356189093222466,0.8735618909322247,0.5,0.5,0.0,0.0
36943-wpzh-ykeout-witltybq,9403,0.46,0.48496326267259543,0.9449632626725954,0.5,0.5,0.0,0.0
36945-ugaz-jpylkg-twtkxtbx,7451,0.4072727272727273,0.28563023496854867,0.6929029622412759,0.0,0.0,0.5,0.5
36972-gyry-hpfbji-wfujvmff,5029,0.0,0.0715005613328632,0.0715005613328632,0.0,0.0,0.5,0.5
36972-kaid-rhsaqv-httpdrlt,7805,0.50375,0.18727412168979063,0.6910241216897907,0.0,0.0,0.5,0.5
36972-qlyl-ogarvc-dfeguznx,4500,0.5457142857142857,0.398866131674107,0.9445804173883927,0.5,0.5,0.0,0.0
36972-tgnw-pfrjkv-xtdskmjp,7817,0.0,0.18369536434853523,0.18369536434853523,0.0,0.0,0.5,0.5
36978-bqpn-mwtios-cpjiiobn,261,0.66,0.04350860915139437,0.7035086091513945,0.0,0.0,0.5,0.5
36979-xtjl-hpqrse-szjvslna,1650,0.0,0.27839245546409397,0.27839245546409397,0.0,0.0,0.5,0.5
36981-aims-rsgiac-rhqreyid,7627,0.0,0.4225604257480174,0.4225604257480174,0.0,0.0,0.5,0.5
36987-nobk-uawmud-zjlfhuwy,5044,0.0,0.3979631935717512,0.3979631935717512,0.0,0.0,0.5,0.5
36993-door-obhbxp-rfkyrjhp,6685,0.42200000000000004,0.08756157006517662,0.5095615700651767,0.0,0.0,0.5,0.5
36994-hogh-jhqbbw-bpqhjlih,1400,0.46,0.33638230720623336,0.7963823072062334,0.5,0.5,0.0,0.0
37001-jnxi-azxjbc-lljdihnx,4300,0.36,0.11025213171782355,0.47025213171782354,0.0,0.0,0.5,0.5
37006-xvvg-kjfttc-pbbmrdjd,4214,0.36333333333333334,0.10910376727608612,0.47243710060941946,0.0,0.0,0.5,0.5
37010-rfxx-puskun-cxwbdnlf,5904,0.86,0.4370358866525926,1.2970358866525926,0.5,0.5,0.0,0.0
37016-tytr-zqezun-mapmpgfw,7735,0.4325,0.12483447637011508,0.5573344763701151,0.0,0.0,0.5,0.5
37028-jxmq-ngacgd-ppeuzcyf,7000,0.0,0.1316236732590056,0.1316236732590056,0.0,0.0,0.5,0.5
37044-ulcx-xxmyps-olidqbby,5300,0.58,0.00032669538064977743,0.5803266953806497,0.0,0.0,0.5,0.5
37060-azfy-chhmwz-xiugoawp,7842,0.378125,0.43533451706275883,0.8134595170627588,0.5,0.5,0.0,0.0
37064-bgja-ikjzrk-fsrhbzwl,5503,0.0,0.39629740660456736,0.39629740660456736,0.0,0.0,0.5,0.5
37075-ensz-frxjkg-gridjpey,5800,0.0,0.313664467545339,0.313664467545339,0.0,0.0,0.5,0.5
37092-qzqi-ngpuiv-ndrfaqpi,3459,0.0,0.37513288196942113,0.37513288196942113,0.0,0.0,0.5,0.5
37111-crjt-ztpezn-gisieazl,2543,0.4005263157894737,0.0760242837122459,0.4765505995017196,0.0,0.0,0.5,0.5
37120-xtau-stghrt-gmktaqed,3100,0.375,0.22916179729378772,0.6041617972937877,0.0,0.0,0.5,0.5
37125-ewbp-klorbl-ueyreygx,7713,0.0,0.17560969367439044,0.17560969367439044,0.0,0.0,0.5,0.5
37143-spqa-ojxfeu-fxmmmvyl,1644,0.4694117647058823,0.046888263128508245,0.5163000278343906,0.0,0.0,0.5,0.5
37149-moif-rszouj-ejpmodpc,1200,0.0,0.24306524260746204,0.24306524260746204,0.0,0.0,0.5,0.5
37178-axsu-cirpvr-lacnmrhj,2367,0.32741935483870965,0.4603698251713177,0.7877891800100274,0.5,0.5,0.0,0.0
37182-xiyn-gkdjcd-udaqhuic,7203,0.0,0.02002955952534724,0.02002955952534724,0.0,0.0,0.5,0.5
37200-ktvn-fdwakb-uipmtwfy,1200,0.46,0.14573045674689694,0.605730456746897,0.0,0.0,0.5,0.5
37201-rvyn-szuwca-rardfrgs,7453,0.5,0.10377046810285173,0.6037704681028517,0.0,0.0,0.5,0.5
37220-akia-urnanx-olndnypu,2000,0.48100000000000004,0.11907332683284816,0.6000733268328482,0.0,0.0,0.5,0.5
37233-ifti-ozdhih-fexgnedq,2800,0.0,0.45421727593968764,0.45421727593968764,0.0,0.0,0.5,0.5
37244-ibix-zdngoq-qlcnnyyy,900,0.0,0.23403452711714506,0.23403452711714506,0.0,0.0,0.5,0.5
37248-ayyk-pfkgkk-abwsegcq,6200,0.0,0.2331497064699094,0.2331497064699094,0.0,0.0,0.5,0.5
37271-bsbr-zksyol-hedcevmk,8617,0.46,0.38028782122764115,0.8402878212276412,0.5,0.5,0.0,0.0
37278-vayq-wdzwfs-rdcesyla,3100,0.4,0.0772461020024629,0.4772461020024629,0.0,0.0,0.5,0.5
37280-whhf-ydfeoy-lsotkufu,9108,0.23,0.2436326770500254,0.47363267705002543,0.0,0.0,0.5,0.5
37285-mmeh-tqedft-rphirqct,1100,0.0,0.21499260706052986,0.21499260706052986,0.0,0.0,0.5,0.5
37314-grff-hndwmt-hoogzrne,7724,0.0,0.29845534527332807,0.29845534527332807,0.0,0.0,0.5,0.5
37316-jgyw-pxmmzc-piqaqhxe,261,0.0,0.4997788516252193,0.4997788516252193,0.0,0.0,0.5,0.5
37323-ketc-ikumup-mvkayeoz,9402,0.0,0.38472444704102354,0.38472444704102354,0.0,0.0,0.5,0.5
37323-pytn-avjqoy-mkqnyvtx,6318,0.6166666666666667,0.1989328515087136,0.8155995181753803,0.5,0.5,0.0,0.0
37325-jxkn-fqifeq-ruqvsccg,1500,0.0,0.4137765261370235,0.4137765261370235,0.0,0.0,0.5,0.5
37328-pwbc-ldzxti-uegqbmfo,2365,0.5652941176470588,0.08535418165624009,0.6506482993032989,0.0,0.0,0.5,0.5
37337-yerl-wkvxfp-kjzgcfno,7834,0.47100000000000003,0.015231843154480063,0.4862318431544801,0.0,0.0,0.5,0.5
37343-jxca-kendhq-cyuucbdg,7000,0.605,0.10222418623213653,0.7072241862321365,0.0,0.0,0.5,0.5
37346-sgqb-vxgkle-zbrqsyoz,9307,0.505,0.17020577805712983,0.6752057780571299,0.0,0.0,0.5,0.5
37359-woyn-bxmirr-sqbzrtjf,6181,0.0,0.25529037872977994,0.25529037872977994,0.0,0.0,0.5,0.5
37367-gjlt-rlrvpc-reunxsup,2204,0.0,0.3075645702705999,0.3075645702705999,0.0,0.0,0.5,0.5
37371-icdv-flfzsk-bncatvvk,5027,0.0,0.45530285860721087,0.45530285860721087,0.0,0.0,0.5,0.5
37371-nive-ivhykm-sfxluzbt,600,0.615,0.25492700477522884,0.8699270047752288,0.5,0.5,0.0,0.0
37372-qtsm-tnelkw-kfnvtmaw,600,0.5633333333333334,0.2506378223128647,0.813971155646198,0.5,0.5,0.0,0.0
